og_url,remapped_url
https://plus.lexis.com/apac/document/documentlink/?pdmfid=1539278&crid=9b39c9d7-b689-41a1-b526-e38069dcd633&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn:contentItem:6DC9-W583-MHD8-S2F6-00000-00&pdcontentcomponentid=267708&pdproductcontenttypeid=urn:pct:170&pdiskwicview=false&pdpinpoint=&prid=3f976b77-4510-485f-b665-2e2088294fe0&ecomp=cg_ck,https://jade.io/article/1106341
https://plus.lexis.com/apac/document/documentlink/?pdmfid=1539278&crid=e776bbd4-9c35-4076-ae16-a3b5d5de0b93&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn:contentItem:6DH5-CWP3-MC8F-H0D4-00000-00&pdcontentcomponentid=267708&pdproductcontenttypeid=urn:pct:170&pdiskwicview=false&pdpinpoint=&prid=035b2acd-32ed-48ba-8c9a-dda43acb1f52&ecomp=7g_ck,https://jade.io/article/1109080
"https://plus.lexis.com/apac/search/?pdmfid=1539278&crid=4a8e37df-0efb-483a-9cd2-ac1664037e6a&pdsearchterms=%5B2024%5D%20qca%20134&pdtypeofsearch=searchboxclick&pdsearchtype=SearchBox&pdstartin=&pdpsf=&pdqttype=and&pdquerytemplateid=&pdsf=MTA3MjUyNQ~%5Ecases-au,cases-nz~%5ECaseBase%2520Cases&ecomp=6t7kk&earg=pdsf&prid=4dc42e62-60f2-4625-a6cd-2eedb91e0c4b",https://jade.io/article/1084644
https://www.austlii.edu.au/cgi-bin/viewdoc/au/cases/cth/HCA/1978/9.html,https://jade.io/article/66772
https://www.austlii.edu.au/cgi-bin/viewdoc/au/cases/cth/HCA/1981/46.html,https://jade.io/article/66931
https://www.austlii.edu.au/cgi-bin/viewdoc/au/cases/cth/HCA/1992/13.html,https://jade.io/article/67672
https://www.austlii.edu.au/cgi-bin/viewdoc/au/cases/sa/SASC/1997/6127.html?context=1;query=R%20v%20Sinclair;mask_path=au/cases/sa/SASC+au/cases/sa/SASCA+au/cases/sa/SASCFC+au/cases/sa/SACorC+au/cases/sa/SADC+au/cases/sa/SAERDC+au/cases/sa/SAET+au/cases/sa/SALC+au/cases/sa/SAPelhamRp+au/cases/sa/SAIRC+au/cases/sa/SAIndRp+au/cases/sa/SALawRp+au/cases/sa/SAStRp+au/cases/sa/SAWC+au/cases/sa/SACAT+au/cases/sa/SACHOSB+au/cases/sa/SACHOSBCP+au/cases/sa/SADB+au/cases/sa/SAEOT+au/cases/sa/SAHPT+au/cases/sa/SALGCmr+au/cases/sa/SAMB+au/cases/sa/SAPHB+au/cases/sa/SAPDB+au/cases/sa/SAIRComm+au/cases/sa/SADPCT+au/cases/sa/SAOmbFOI+au/cases/sa/SAPSB+au/cases/sa/SAPSBCP+au/cases/sa/SARTT+au/cases/sa/SARTTRP+au/cases/sa/SARTWPR+au/cases/sa/SARTWPRP+au/cases/sa/SAWLRP+au/cases/sa/SAWPRP+au/cases/sa/SAWCAT+au/cases/sa/SAWCT+au/cases/sa/SAWCRP,https://jade.io/article/175071
https://www.austlii.edu.au/cgi-bin/viewdoc/au/cases/wa/WASCA/2009/71.html?context=1;query=%5B2009%5D%20WASCA%2071;mask_path=,https://jade.io/article/91890
http://www8.austlii.edu.au/cgi-bin/viewdoc/au/cases/qld/QCA/2005/306.html?query=,https://jade.io/article/169004
http://www.austlii.edu.au/cgi-bin/viewdoc/au/cases/cth/HCA/1992/13.html,https://jade.io/article/67672
