page_no,link_text,link_destination,link_domain,is_jade_link,is_sublink
277,[2008]HCA16,https://www.hcourt.gov.au/sites/default/files/eresources/2008/HCA/16.pdf,hcourt,FALSE,FALSE
277,[2008]HCA16,https://www.hcourt.gov.au/sites/default/files/eresources/2008/HCA/16.pdf,hcourt,FALSE,FALSE
278,[2008]HCA16,https://www.hcourt.gov.au/sites/default/files/eresources/2008/HCA/16.pdf,hcourt,FALSE,FALSE
278,[2011]HCA12,https://www.hcourt.gov.au/sites/default/files/eresources/2011/HCA/12.pdf,hcourt,FALSE,FALSE
278,[2011]HCA12,https://www.hcourt.gov.au/sites/default/files/eresources/2011/HCA/12.pdf,hcourt,FALSE,FALSE
287,[2020]QCA38,https://archive.sclqld.org.au/qjudgment/2020/QCA20-038.pdf,sclqld,FALSE,FALSE
287,[2016]HCA12,https://www.hcourt.gov.au/sites/default/files/eresources/2016/HCA/12.pdf,hcourt,FALSE,FALSE
287,[2016]HCA12,https://www.hcourt.gov.au/sites/default/files/eresources/2016/HCA/12.pdf,hcourt,FALSE,FALSE
287,[2016]HCA12,https://www.hcourt.gov.au/sites/default/files/eresources/2016/HCA/12.pdf,hcourt,FALSE,FALSE
298,[2021]QCA15,https://jvl.sclqld.org.au/caselaw/QCA/2021/15,sclqld,FALSE,FALSE
299,[2020]HCA20,https://anzlaw.thomsonreuters.com/Document/I8669f472a2e611eab1cbf180a7ce9b34/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
299,[2022]HCA24,https://anzlaw.thomsonreuters.com/Document/I78192fc0184511ed81c5f735b8cf580f/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
299,[2001]QCA105,https://anzlaw.thomsonreuters.com/Document/If32f523088ab11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
300,[1997]QCA460,http://archive.sclqld.org.au/qjudgment/1997/QCA97-460.pdf,sclqld,FALSE,FALSE
300,[2007]QCA161,http://archive.sclqld.org.au/qjudgment/2007/QCA07-161.pdf,sclqld,FALSE,FALSE
300,[2000]QCA405,https://anzlaw.thomsonreuters.com/Document/I4993857088ab11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
300,[1997]QCA452,https://anzlaw.thomsonreuters.com/Document/I63a2bbe088a911e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
300,[2001]QCA105,http://archive.sclqld.org.au/qjudgment/2001/QCA01-105.pdf,sclqld,FALSE,FALSE
300,[2001]QCA105,http://archive.sclqld.org.au/qjudgment/2001/QCA01-105.pdf,sclqld,FALSE,FALSE
300,[1997]QCA452,http://archive.sclqld.org.au/qjudgment/1997/QCA97-452.pdf,sclqld,FALSE,FALSE
300,[2012]QCA82,http://archive.sclqld.org.au/qjudgment/2012/QCA12-082.pdf,sclqld,FALSE,FALSE
300,[2000]QCA347,http://archive.sclqld.org.au/qjudgment/2000/QCA00-347.pdf,sclqld,FALSE,FALSE
300,[1998]QCA64,http://archive.sclqld.org.au/qjudgment/1998/QCA98-064.pdf,sclqld,FALSE,FALSE
300,[1998]QCA64,http://archive.sclqld.org.au/qjudgment/1998/QCA98-064.pdf,sclqld,FALSE,FALSE
300,[2016]QCA144,http://archive.sclqld.org.au/qjudgment/2016/QCA16-144.pdf,sclqld,FALSE,FALSE
301,[2012]QCA104,http://archive.sclqld.org.au/qjudgment/2012/QCA12-104.pdf,sclqld,FALSE,FALSE
301,[2024]QCA212,https://plus.lexis.com/apac/document/documentlink/?pdmfid=1539278&crid=9b39c9d7-b689-41a1-b526-e38069dcd633&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn:contentItem:6DC9-W583-MHD8-S2F6-00000-00&pdcontentcomponentid=267708&pdproductcontenttypeid=urn:pct:170&pdiskwicview=false&pdpinpoint=&prid=3f976b77-4510-485f-b665-2e2088294fe0&ecomp=cg_ck,lexis,FALSE,FALSE
301,[1998]QCA188,http://archive.sclqld.org.au/qjudgment/1998/QCA98-188.pdf,sclqld,FALSE,FALSE
301,[2024]QCA134,"https://plus.lexis.com/apac/search/?pdmfid=1539278&crid=4a8e37df-0efb-483a-9cd2-ac1664037e6a&pdsearchterms=%5B2024%5D%20qca%20134&pdtypeofsearch=searchboxclick&pdsearchtype=SearchBox&pdstartin=&pdpsf=&pdqttype=and&pdquerytemplateid=&pdsf=MTA3MjUyNQ~{}%5Ecases-au,cases-nz~{}%5ECaseBase%2520Cases&ecomp=6t7kk&earg=pdsf&prid=4dc42e62-60f2-4625-a6cd-2eedb91e0c4b",lexis,FALSE,FALSE
302,[2000]QCA393,http://archive.sclqld.org.au/qjudgment/2000/QCA00-393.pdf,sclqld,FALSE,FALSE
302,[2000]QCA393,http://archive.sclqld.org.au/qjudgment/2000/QCA00-393.pdf,sclqld,FALSE,FALSE
302,[2004]QCA18,http://archive.sclqld.org.au/qjudgment/2004/QCA04-018.pdf,sclqld,FALSE,FALSE
303,[1998]QCA188,http://archive.sclqld.org.au/qjudgment/1998/QCA98-188.pdf,sclqld,FALSE,FALSE
303,[1998]QCA188,http://archive.sclqld.org.au/qjudgment/1998/QCA98-188.pdf,sclqld,FALSE,FALSE
305,[2012]QCA111,http://archive.sclqld.org.au/qjudgment/2012/QCA12-111.pdf,sclqld,FALSE,FALSE
305,[2012]QCA111,http://archive.sclqld.org.au/qjudgment/2012/QCA12-111.pdf,sclqld,FALSE,FALSE
321,[2016]HCA12,https://www.hcourt.gov.au/sites/default/files/eresources/2016/HCA/12.pdf,hcourt,FALSE,FALSE
321,[2002]QCA442,http://archive.sclqld.org.au/qjudgment/2002/QCA02-442.pdf,sclqld,FALSE,FALSE
322,[2002]HCA33,https://www.hcourt.gov.au/sites/default/files/eresources/2002/HCA/33.pdf,hcourt,FALSE,FALSE
352,[2020]HCA11,https://www.hcourt.gov.au/sites/default/files/eresources/2020/HCA/11.pdf,hcourt,FALSE,FALSE
353,[2016]HCA12,https://www.hcourt.gov.au/sites/default/files/eresources/2016/HCA/12.pdf,hcourt,FALSE,FALSE
353,[2016]HCA12,https://www.hcourt.gov.au/sites/default/files/eresources/2016/HCA/12.pdf,hcourt,FALSE,FALSE
363,[2020]HCA11,https://eresources.hcourt.gov.au/showCase/2020/HCA/11,hcourt,FALSE,FALSE
376,[2020]HCA11,https://eresources.hcourt.gov.au/showCase/2020/HCA/11,hcourt,FALSE,FALSE
376,[2020]HCA11,https://eresources.hcourt.gov.au/showCase/2020/HCA/11,hcourt,FALSE,FALSE
390,[2020]HCA11,https://www.hcourt.gov.au/sites/default/files/eresources/2020/HCA/11.pdf,hcourt,FALSE,FALSE
410,[2003]QCA70,https://archive.sclqld.org.au/qjudgment/2003/QCA03-070.pdf,sclqld,FALSE,FALSE
410,[2016]QCA144,https://archive.sclqld.org.au/qjudgment/2016/QCA16-144.pdf,sclqld,FALSE,FALSE
410,[2002]QCA206,https://archive.sclqld.org.au/qjudgment/2002/QCA02-206.pdf,sclqld,FALSE,FALSE
410,[2001]QCA105,https://archive.sclqld.org.au/qjudgment/2001/QCA01-105.pdf,sclqld,FALSE,FALSE
410,[2002]QCA206,https://archive.sclqld.org.au/qjudgment/2002/QCA02-206.pdf,sclqld,FALSE,FALSE
410,[2020]QCA135,https://archive.sclqld.org.au/qjudgment/2020/QCA20-135.pdf,sclqld,FALSE,FALSE
415,[2012]QCA265,https://archive.sclqld.org.au/qjudgment/2012/QCA12-265.pdf,sclqld,FALSE,FALSE
416,[1997]QCA355,https://archive.sclqld.org.au/qjudgment/1997/QCA97-355.pdf,sclqld,FALSE,FALSE
419,[2016]HCA12,https://eresources.hcourt.gov.au/downloadPdf/2016/HCA/12,hcourt,FALSE,FALSE
425,[1962]HCA23,https://eresources.hcourt.gov.au/showbyHandle/1/9350,hcourt,FALSE,FALSE
429,[2016]HCA12,https://eresources.hcourt.gov.au/downloadPdf/2016/HCA/12,hcourt,FALSE,FALSE
449,[2002]QCA357,https://www.sclqld.org.au/caselaw/48219,sclqld,FALSE,FALSE
464,[2012]QCA330,http://archive.sclqld.org.au/qjudgment/2012/QCA12-330.pdf,sclqld,FALSE,FALSE
465,[2011]QCA114,http://archive.sclqld.org.au/qjudgment/2011/QCA11-114.pdf,sclqld,FALSE,FALSE
465,[2003]QCA567,http://archive.sclqld.org.au/qjudgment/2003/QCA03-567.pdf,sclqld,FALSE,FALSE
465,[2016]QCA123,http://archive.sclqld.org.au/qjudgment/2016/QCA16-123.pdf,sclqld,FALSE,FALSE
465,[2016]QCA123,http://archive.sclqld.org.au/qjudgment/2016/QCA16-123.pdf,sclqld,FALSE,FALSE
484,[2005]QCA97,http://archive.sclqld.org.au/qjudgment/2005/QCA05-097.pdf,sclqld,FALSE,FALSE
484,[2011]QCA19,http://archive.sclqld.org.au/qjudgment/2011/QCA11-019.pdf,sclqld,FALSE,FALSE
485,[2013]QCA254,http://archive.sclqld.org.au/qjudgment/2013/QCA13-254.pdf,sclqld,FALSE,FALSE
485,[2020]QCA192,https://archive.sclqld.org.au/qjudgment/2020/QCA20-192.pdf,sclqld,FALSE,FALSE
488,[2018]QCA125,https://advance-lexis-com.ezproxy-az.sclqld.org.au/document/onecase/?pdmfid=1201008&crid=fc9ac081-030d-428f-a18f-09184595b47d&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn%3AcontentItem%3A5SM9-G441-F1WF-M2G8-00000-00&pdcontentcomponentid=267708&pdteaserkey=cr2&pdicsfeatureid=1517127&pditab=allpods&ecomp=hctpk&earg=cr2&prid=3b8415b2-7479-4be0-a425-f59030f2e5b6,sclqld,FALSE,FALSE
514,[1998]QCA333,https://archive.sclqld.org.au/qjudgment/1998/QCA98-333.pdf,sclqld,FALSE,FALSE
530,[2002]QCA206,https://archive.sclqld.org.au/qjudgment/2002/QCA02-206.pdf,sclqld,FALSE,FALSE
531,[2007]QCA210,http://archive.sclqld.org.au/qjudgment/2007/QCA07-210.pdf,sclqld,FALSE,FALSE
532,[2013]QCA223,https://archive.sclqld.org.au/qjudgment/2013/QCA13-223.pdf,sclqld,FALSE,FALSE
563,[2002]QCA206,https://archive.sclqld.org.au/qjudgment/2002/QCA02-206.pdf,sclqld,FALSE,FALSE
589,[2012]QCA337,http://archive.sclqld.org.au/qjudgment/2012/QCA12-337.pdf,sclqld,FALSE,FALSE
589,[2012]QCA337,http://archive.sclqld.org.au/qjudgment/2012/QCA12-337.pdf,sclqld,FALSE,FALSE
589,[2008]HCA16,https://www.hcourt.gov.au/sites/default/files/eresources/2008/HCA/16.pdf,hcourt,FALSE,FALSE
642,[2017]QSC108,https://archive.sclqld.org.au/qjudgment/2017/QSC17-108.pdf,sclqld,FALSE,FALSE
642,[2018]QCA227,https://archive.sclqld.org.au/qjudgment/2018/QCA18-227.pdf,sclqld,FALSE,FALSE
642,[2018]QCA365,https://archive.sclqld.org.au/qjudgment/2018/QCA18-365.pdf,sclqld,FALSE,FALSE
642,[2018]QCA365,https://archive.sclqld.org.au/qjudgment/2018/QCA18-365.pdf,sclqld,FALSE,FALSE
643,[2018]QCA125,https://archive.sclqld.org.au/qjudgment/2018/QCA18-125.pdf,sclqld,FALSE,FALSE
654,[2017]QSC108,https://archive.sclqld.org.au/qjudgment/2017/QSC17-108.pdf,sclqld,FALSE,FALSE
654,[2018]QCA227,https://archive.sclqld.org.au/qjudgment/2018/QCA18-227.pdf,sclqld,FALSE,FALSE
654,[2018]QCA365,https://archive.sclqld.org.au/qjudgment/2018/QCA18-365.pdf,sclqld,FALSE,FALSE
654,[2018]QCA365,https://archive.sclqld.org.au/qjudgment/2018/QCA18-365.pdf,sclqld,FALSE,FALSE
655,[2018]QCA125,https://archive.sclqld.org.au/qjudgment/2018/QCA18-125.pdf,sclqld,FALSE,FALSE
672,[2008]QCA325,https://archive.sclqld.org.au/qjudgment/2008/QCA08-325.pdf,sclqld,FALSE,FALSE
693,[2013]QCA246,http://archive.sclqld.org.au/qjudgment/2013/QCA13-246.pdf,sclqld,FALSE,FALSE
694,[1996]QCA258,https://archive.sclqld.org.au/qjudgment/1996/QCA96-258.pdf,sclqld,FALSE,FALSE
694,[2009]QCA28,http://archive.sclqld.org.au/qjudgment/2009/QCA09-028.pdf,sclqld,FALSE,FALSE
694,[2013]QCA342,http://archive.sclqld.org.au/qjudgment/2013/QCA13-342.pdf,sclqld,FALSE,FALSE
697,[1996]QCA258,https://archive.sclqld.org.au/qjudgment/1996/QCA96-258.pdf,sclqld,FALSE,FALSE
706,[2021]QCA136,https://jvl.sclqld.org.au/caselaw/QCA/2021/136,sclqld,FALSE,FALSE
725,[2001]QCA387,https://archive.sclqld.org.au/qjudgment/2001/QCA01-387.pdf,sclqld,FALSE,FALSE
731,[2003]QCA356,http://archive.sclqld.org.au/qjudgment/2003/QCA03-356.pdf,sclqld,FALSE,FALSE
734,[2005]QCA103,http://archive.sclqld.org.au/qjudgment/2005/QCA05-103.pdf,sclqld,FALSE,FALSE
737,[2015]HCA38,https://eresources.hcourt.gov.au/showCase/2015/HCA/38,hcourt,FALSE,FALSE
737,[1985]HCA50,https://eresources.hcourt.gov.au/showbyHandle/1/11654,hcourt,FALSE,FALSE
737,[1995]HCA41,https://eresources.hcourt.gov.au/showbyHandle/1/9647,hcourt,FALSE,FALSE
740,[2016]NTSC25,https://supremecourt.nt.gov.au/__data/assets/pdf_file/0009/766161/NTSC-25-BLO1606-Mulhall-v-The-Queen-5-May.doc.pdf,nt,FALSE,FALSE
742,[2005]QCA369,http://archive.sclqld.org.au/qjudgment/2005/QCA05-369.pdf,sclqld,FALSE,FALSE
750,[1998]QCA393,http://archive.sclqld.org.au/qjudgment/1998/QCA98-393.pdf,sclqld,FALSE,FALSE
751,[1998]QCA393,http://archive.sclqld.org.au/qjudgment/1998/QCA98-393.pdf,sclqld,FALSE,FALSE
751,[1998]QCA393,http://archive.sclqld.org.au/qjudgment/1998/QCA98-393.pdf,sclqld,FALSE,FALSE
756,[2002]WASCA46,https://anzlaw.thomsonreuters.com/Document/I37d5c5a0899111e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
756,[2006]QCA463,https://advance-lexis-com.ezproxy-az.sclqld.org.au/api/permalink/e07322c1-da01-48d3-a2d8-5474aafe1932/?context=1201008&identityprofileid=98NNDT55483,sclqld,FALSE,FALSE
756,[2009]QCA131,https://advance-lexis-com.ezproxy-az.sclqld.org.au/api/permalink/07e298e6-6b9e-4750-8bf6-f163a41e3d9e/?context=1201008&identityprofileid=98NNDT55483,sclqld,FALSE,FALSE
780,[2023]HCA16,https://www.hcourt.gov.au/sites/default/files/eresources/2023/HCA/16.pdf,hcourt,FALSE,FALSE
780,[2023]HCA16,https://www.hcourt.gov.au/sites/default/files/eresources/2023/HCA/16.pdf,hcourt,FALSE,FALSE
780,[2023]HCA16,https://www.hcourt.gov.au/sites/default/files/eresources/2023/HCA/16.pdf,hcourt,FALSE,FALSE
786,[1978]HCA9,https://www.austlii.edu.au/cgi-bin/viewdoc/au/cases/cth/HCA/1978/9.html,austlii,FALSE,FALSE
786,[2003]QCA431,http://archive.sclqld.org.au/qjudgment/2003/QCA03-431.pdf,sclqld,FALSE,FALSE
786,[2003]QCA246,http://archive.sclqld.org.au/qjudgment/2003/QCA03-246.pdf,sclqld,FALSE,FALSE
786,[2003]QCA246,http://archive.sclqld.org.au/qjudgment/2003/QCA03-246.pdf,sclqld,FALSE,FALSE
786,[2009]QCA028,http://archive.sclqld.org.au/qjudgment/2009/QCA09-028.pdf,sclqld,FALSE,FALSE
789,[2002]HCA25,https://www.hcourt.gov.au/sites/default/files/eresources/2002/HCA/25.pdf,hcourt,FALSE,FALSE
790,[2007]QCA219,http://archive.sclqld.org.au/qjudgment/2007/QCA07-219.pdf,sclqld,FALSE,FALSE
790,[2002]HCA26,https://www.hcourt.gov.au/sites/default/files/eresources/2002/HCA/26.pdf,hcourt,FALSE,FALSE
790,[2002]HCA26,https://www.hcourt.gov.au/sites/default/files/eresources/2002/HCA/26.pdf,hcourt,FALSE,FALSE
797,[1998]HCA7,https://www.hcourt.gov.au/sites/default/files/eresources/2025-10-16/HCA/Peters%20v%20R%20%28M6-97%29%20%5B1998%5D%20HCA%207.pdf,hcourt,FALSE,FALSE
797,[2007]QCA150,http://archive.sclqld.org.au/qjudgment/2007/QCA07-150.pdf,sclqld,FALSE,FALSE
799,[2008]QCA28,http://archive.sclqld.org.au/qjudgment/2008/QCA08-028.pdf,sclqld,FALSE,FALSE
799,[2005]HCA65,https://www.hcourt.gov.au/sites/default/files/eresources/2005/HCA/65.pdf,hcourt,FALSE,FALSE
800,[2010]QCA117,http://archive.sclqld.org.au/qjudgment/2010/QCA10-117.pdf,sclqld,FALSE,FALSE
800,[2005]QCA138,http://archive.sclqld.org.au/qjudgment/2005/QCA05-138.pdf,sclqld,FALSE,FALSE
800,[2006]QCA162,http://archive.sclqld.org.au/qjudgment/2006/QCA06-162.pdf,sclqld,FALSE,FALSE
800,[2005]QCA138,http://archive.sclqld.org.au/qjudgment/2005/QCA05-138.pdf,sclqld,FALSE,FALSE
800,[2006]QCA162,http://archive.sclqld.org.au/qjudgment/2006/QCA06-162.pdf,sclqld,FALSE,FALSE
800,[2011]QCA339,http://archive.sclqld.org.au/qjudgment/2011/QCA11-339.pdf,sclqld,FALSE,FALSE
800,[2018]HCA8,https://www.hcourt.gov.au/sites/default/files/eresources/2018/HCA/8.pdf,hcourt,FALSE,FALSE
800,[2002]HCA26,https://www.hcourt.gov.au/sites/default/files/eresources/2002/HCA/26.pdf,hcourt,FALSE,FALSE
800,[2005]HCA65,https://www.hcourt.gov.au/sites/default/files/eresources/2005/HCA/65.pdf,hcourt,FALSE,FALSE
805,[2018]QCA258,https://archive.sclqld.org.au/qjudgment/2018/QCA18-258.pdf,sclqld,FALSE,FALSE
805,[2010]QCA194,https://archive.sclqld.org.au/qjudgment/2010/QCA10-194.pdf,sclqld,FALSE,FALSE
805,[2011]QCA123,http://archive.sclqld.org.au/qjudgment/2011/QCA11-123.pdf,sclqld,FALSE,FALSE
805,[1998]QCA119,https://archive.sclqld.org.au/qjudgment/1998/QCA98-119.pdf,sclqld,FALSE,FALSE
805,[2010]QCA194,http://archive.sclqld.org.au/qjudgment/2010/QCA10-194.pdf,sclqld,FALSE,FALSE
808,[2019]QCA299,https://archive.sclqld.org.au/qjudgment/2019/QCA19-299.pdf,sclqld,FALSE,FALSE
808,[2020]QCA199,https://archive.sclqld.org.au/qjudgment/2020/QCA20-199.pdf,sclqld,FALSE,FALSE
809,[2011]QCA123,http://archive.sclqld.org.au/qjudgment/2011/QCA11-123.pdf,sclqld,FALSE,FALSE
810,[1998]QCA119,https://archive.sclqld.org.au/qjudgment/1998/QCA98-119.pdf,sclqld,FALSE,FALSE
815,[2005]QCA306,http://www8.austlii.edu.au/cgi-bin/viewdoc/au/cases/qld/QCA/2005/306.html?query=,austlii,FALSE,FALSE
815,[2024]QCA198,https://plus.lexis.com/apac/document/documentlink/?pdmfid=1539278&crid=203fbd3a-aea5-4339-94ff-d09a86eb021e&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn:contentItem:6D8B-JTD3-MB3C-T278-00000-00&pdcontentcomponentid=267708&pdproductcontenttypeid=urn:pct:170&pdiskwicview=false&pdpinpoint=&prid=b4c3838a-5650-4e9a-802c-275c5c2ad1de&ecomp=7g_ck,lexis,FALSE,FALSE
816,[1998]QCA119,https://archive.sclqld.org.au/qjudgment/1998/QCA98-119.pdf,sclqld,FALSE,FALSE
826,[2009]HCA53,https://www.hcourt.gov.au/sites/default/files/eresources/2009/HCA/53.pdf,hcourt,FALSE,FALSE
826,[2017]HCA17,https://www.hcourt.gov.au/sites/default/files/eresources/2017/HCA/17.pdf,hcourt,FALSE,FALSE
830,[2009]HCA53,https://www.hcourt.gov.au/sites/default/files/eresources/2009/HCA/53.pdf,hcourt,FALSE,FALSE
830,[2017]HCA17,https://www.hcourt.gov.au/sites/default/files/eresources/2017/HCA/17.pdf,hcourt,FALSE,FALSE
835,[2013]QCA361,https://archive.sclqld.org.au/qjudgment/2013/QCA13-361.pdf,sclqld,FALSE,FALSE
836,[2009]QCA375,http://archive.sclqld.org.au/qjudgment/2009/QCA09-375.pdf,sclqld,FALSE,FALSE
844,[2024]QCA165,https://archive.sclqld.org.au/qjudgment/2024/QCA24-165.pdf,sclqld,FALSE,FALSE
844,[2024]QCA165,https://archive.sclqld.org.au/qjudgment/2024/QCA24-165.pdf,sclqld,FALSE,FALSE
844,[2024]QCA165,https://archive.sclqld.org.au/qjudgment/2024/QCA24-165.pdf,sclqld,FALSE,FALSE
844,[2024]QCA165,https://archive.sclqld.org.au/qjudgment/2024/QCA24-165.pdf,sclqld,FALSE,FALSE
850,[2024]QCA165,https://archive.sclqld.org.au/qjudgment/2024/QCA24-165.pdf,sclqld,FALSE,FALSE
856,[2009]QCA309,http://archive.sclqld.org.au/qjudgment/2009/QCA09-309.pdf,sclqld,FALSE,FALSE
857,[2002]QCA360,http://archive.sclqld.org.au/qjudgment/2002/QCA02-360.pdf,sclqld,FALSE,FALSE
895,[2024]QCA19,https://anzlaw.thomsonreuters.com/Document/Ic8d28070cf8611eea4f4c0c40afe197b/View/FullText.html?transitionType=UniqueDocItem&contextData=(sc.Default)&userEnteredCitation=R+v+Tracy+%5b2024%5d+QCA+19&comp=wlau,thomsonreuters,FALSE,FALSE
918,[2014]QCA104,http://archive.sclqld.org.au/qjudgment/2014/QCA14-104.pdf,sclqld,FALSE,FALSE
922,[2024]QCA194,https://anzlaw.thomsonreuters.com/Document/Icc9597108cf011efaf09a53406c15bac/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
930,[2012]QCA244,http://archive.sclqld.org.au/qjudgment/2012/QCA12-244.pdf,sclqld,FALSE,FALSE
930,[2012]QCA248,http://archive.sclqld.org.au/qjudgment/2012/QCA12-248.pdf,sclqld,FALSE,FALSE
930,[2012]QCA244,http://archive.sclqld.org.au/qjudgment/2012/QCA12-244.pdf,sclqld,FALSE,FALSE
930,[2012]QCA244,http://archive.sclqld.org.au/qjudgment/2012/QCA12-244.pdf,sclqld,FALSE,FALSE
930,[2012]QCA248,http://archive.sclqld.org.au/qjudgment/2012/QCA12-248.pdf,sclqld,FALSE,FALSE
