link_id,page_no,link_text,surrounding_text,link_destination,link_domain,jade_link,instrument_title,section_name,legislation_top_link
4218,783,Section 28–Intoxication,Legislation [Last reviewed: April 2026] Criminal Code Section 27– Insanity Section 28–Intoxication 17.2.2 Commentary [Last reviewed: April 2026] Section 28(1)makes it clear,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 28,https://jade.io/article/529633
4224,786,Section 28–Intoxication,Intentional Intoxication 17.3.1 Legislation [Last reviewed: April 2026] Criminal Code Section 28–Intoxication 17.3.2 Commentary [Last reviewed: April 2026] Section 28(2)makes it clear,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 28,https://jade.io/article/529633
4242,789,Section 23–Intention–motive,s 23 17.4.1 Legislation [Last reviewed: March 2026] Criminal Code Section 23–Intention–motive 17.4.2 Commentary [Last reviewed: March 2026] Section 23(1)(a)states that a,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 23,https://jade.io/article/529633
4301,792,Section 26–Presumption,"27(1)-(2), 28(1)-(2) 17.5.1 Legislation [Last reviewed: April 2026] Criminal Code Section 26–Presumption of sanity Section 27–Insanity Section 647–Acquittal on ground of insanity",https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 26,https://jade.io/article/529633
4302,792,Section 27–Insanity,[Last reviewed: April 2026] Criminal Code Section 26–Presumption of sanity Section 27–Insanity Section 647–Acquittal on ground of insanity 17.5.2 Commentary [Last reviewed:,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 27,https://jade.io/article/529633
4303,792,Section 647–Acquittal,April 2026] Criminal Code Section 26–Presumption of sanity Section 27–Insanity Section 647–Acquittal on ground of insanity 17.5.2 Commentary [Last reviewed: April 2026],https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 647,https://jade.io/article/529633
4356,797,Section 22,s 22(2) 17.6.1 Legislation [Last reviewed: March 2026] Criminal Code Section 22 – Ignorance of the law—bona fide claim of right 17.6.2,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 22,https://jade.io/article/529633
4373,799,Section 23–Intention—motive,s 23(1)(b) 17.7.1 Legislation [Last reviewed: March 2026] Criminal Code Section 23–Intention—motive 17.7.2 Commentary [Last reviewed: March 2026] Accident is an ‘excuse’,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 23,https://jade.io/article/529633
4415,805,Section 24–Mistake,s 24 17.8.1 Legislation [Last reviewed: March 2026] Criminal Code Section 24–Mistake of fact 17.8.2 Commentary [Last reviewed: March 2026] Where s,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 24,https://jade.io/article/529633
4443,808,Section 24–Mistake,Pre-September 2024 17.9.1 Legislation [Last reviewed: March 2026] Criminal Code Section 24–Mistake of fact Section 348A – Mistake of fact in relation,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 24,https://jade.io/article/529633
4444,808,Section 348A,[Last reviewed: March 2026] Criminal Code Section 24–Mistake of fact Section 348A – Mistake of fact in relation to consent Section 761–Application,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 348A,https://jade.io/article/529633
4445,808,Section 761–Application,Section 348A – Mistake of fact in relation to consent Section 761–Application of ch 32 to proceedings Evidence Act 1977 (Qld) Section,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 761,https://jade.io/article/529633
4449,808,Section 161–Application,"Section 103ZX–Direction on mistake of fact in relation to consent Section 161–Application of part 6B, divs 1–3 to criminal proceedings 17.9.2 Commentary",https://www.legislation.qld.gov.au/view/html/inforce/current/act-1977-047,qld,,,Section 161,
4492,813,Section 24–,Post-September 2024 17.10.1 Legislation [Last reviewed: April 2026] Criminal Code Section 24– Mistake of fact Section 348A– Mistake of fact in relation,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,,Section 24,
4493,813,24– Mistake,2024 17.10.1 Legislation [Last reviewed: April 2026] Criminal Code Section 24– Mistake of fact Section 348A– Mistake of fact in relation to,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,,24,
4494,813,fact,[Last reviewed: April 2026] Criminal Code Section 24– Mistake of fact Section 348A– Mistake of fact in relation to consent Section,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,,fact,
4495,813,Section 348A–,reviewed: April 2026] Criminal Code Section 24– Mistake of fact Section 348A– Mistake of fact in relation to consent Section 348B– Cognitive,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,,Section 348A,
4496,813,348A– Mistake,April 2026] Criminal Code Section 24– Mistake of fact Section 348A– Mistake of fact in relation to consent Section 348B– Cognitive impairment,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),348A,https://jade.io/article/529633
4497,813,consent,of fact Section 348A– Mistake of fact in relation to consent Section 348B– Cognitive impairment Section 348C– Mental health impairment Section,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),consent,https://jade.io/article/529633
4498,813,Section 348B–,fact Section 348A– Mistake of fact in relation to consent Section 348B– Cognitive impairment Section 348C– Mental health impairment Section 348A– Mistake,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 348B,https://jade.io/article/529633
4499,813,348B– Cognitive,Section 348A– Mistake of fact in relation to consent Section 348B– Cognitive impairment Section 348C– Mental health impairment Section 348A– Mistake of,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),348B,https://jade.io/article/529633
4500,813,impairment,Mistake of fact in relation to consent Section 348B– Cognitive impairment Section 348C– Mental health impairment Section 348A– Mistake of fact,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),impairment,https://jade.io/article/529633
4501,813,Section 348C–,of fact in relation to consent Section 348B– Cognitive impairment Section 348C– Mental health impairment Section 348A– Mistake of fact in relation,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 348C,https://jade.io/article/529633
4502,813,348C– Mental,fact in relation to consent Section 348B– Cognitive impairment Section 348C– Mental health impairment Section 348A– Mistake of fact in relation to,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),348C,https://jade.io/article/529633
4503,813,impairment,to consent Section 348B– Cognitive impairment Section 348C– Mental health impairment Section 348A– Mistake of fact in relation to consent Section,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),impairment,https://jade.io/article/529633
4504,813,Section 348A–,consent Section 348B– Cognitive impairment Section 348C– Mental health impairment Section 348A– Mistake of fact in relation to consent Section 590BA– Advance,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 348A,https://jade.io/article/529633
4505,813,348A– Mistake,Section 348B– Cognitive impairment Section 348C– Mental health impairment Section 348A– Mistake of fact in relation to consent Section 590BA– Advance notice,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),348A,https://jade.io/article/529633
4506,813,consent,health impairment Section 348A– Mistake of fact in relation to consent Section 590BA– Advance notice of intention to rely on expert,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),consent,https://jade.io/article/529633
4507,813,Section 590BA–,impairment Section 348A– Mistake of fact in relation to consent Section 590BA– Advance notice of intention to rely on expert evidence under,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 590BA,https://jade.io/article/529633
4508,813,590BA– Advance,Section 348A– Mistake of fact in relation to consent Section 590BA– Advance notice of intention to rely on expert evidence under s,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),590BA,https://jade.io/article/529633
4509,813,348A,notice of intention to rely on expert evidence under s 348A Section 754– Offences charged before or after the commencement Section,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),348A,https://jade.io/article/529633
4510,813,Section 754–,of intention to rely on expert evidence under s 348A Section 754– Offences charged before or after the commencement Section 761– Application,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 754,https://jade.io/article/529633
4511,813,754– Offences,intention to rely on expert evidence under s 348A Section 754– Offences charged before or after the commencement Section 761– Application of,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),754,https://jade.io/article/529633
4512,813,commencement,s 348A Section 754– Offences charged before or after the commencement Section 761– Application of ch 32 to proceedings Evidence Act,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),commencement,https://jade.io/article/529633
4513,813,Section 761–,348A Section 754– Offences charged before or after the commencement Section 761– Application of ch 32 to proceedings Evidence Act 1977 (Qld),https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 761,https://jade.io/article/529633
4514,813,761– Application,Section 754– Offences charged before or after the commencement Section 761– Application of ch 32 to proceedings Evidence Act 1977 (Qld) Section,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),761,https://jade.io/article/529633
4515,813,proceedings,after the commencement Section 761– Application of ch 32 to proceedings Evidence Act 1977 (Qld) Section 103ZX– Direction on mistake of,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),proceedings,https://jade.io/article/529633
4520,813,103ZX– Direction,of ch 32 to proceedings Evidence Act 1977 (Qld) Section 103ZX– Direction on mistake of fact in relation to consent Section 161–,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1977-047,qld,,Evidence Act 1977 (QLD),103ZX,https://jade.io/article/353262
4521,813,consent,"Section 103ZX– Direction on mistake of fact in relation to consent Section 161– Application of part 6B, divs 1–3 to criminal",https://www.legislation.qld.gov.au/view/html/inforce/current/act-1977-047,qld,,Evidence Act 1977 (QLD),consent,https://jade.io/article/353262
4522,813,Section 161–,"103ZX– Direction on mistake of fact in relation to consent Section 161– Application of part 6B, divs 1–3 to criminal proceedings Part",https://www.legislation.qld.gov.au/view/html/inforce/current/act-1977-047,qld,,Evidence Act 1977 (QLD),Section 161,https://jade.io/article/353262
4523,813,161– Application,"Direction on mistake of fact in relation to consent Section 161– Application of part 6B, divs 1–3 to criminal proceedings Part 6B,",https://www.legislation.qld.gov.au/view/html/inforce/current/act-1977-047,qld,,Evidence Act 1977 (QLD),161,https://jade.io/article/353262
4524,813,1–3 to criminal proceedings,"relation to consent Section 161– Application of part 6B, divs 1–3 to criminal proceedings Part 6B, Division 4– Expert evidence in relation to sexual",https://www.legislation.qld.gov.au/view/html/inforce/current/act-1977-047,qld,,Evidence Act 1977 (QLD),1,https://jade.io/article/353262
4525,813,"Part 6B, Division 4–","161– Application of part 6B, divs 1–3 to criminal proceedings Part 6B, Division 4– Expert evidence in relation to sexual offences 17.10.2 Commentary [Last",https://www.legislation.qld.gov.au/view/html/inforce/current/act-1977-047,qld,,Evidence Act 1977 (QLD),"Part 6B, Division 4",https://jade.io/article/353262
4527,813,offences,"Part 6B, Division 4– Expert evidence in relation to sexual offences 17.10.2 Commentary [Last reviewed: April 2026] Section 348A was inserted",https://www.legislation.qld.gov.au/view/html/inforce/current/act-1977-047,qld,,Evidence Act 1977 (QLD),offences,https://jade.io/article/353262
4603,821,Section 25–Extraordinary,s 25 17.11.1 Legislation [Last reviewed: April 2026] Criminal Code Section 25–Extraordinary emergencies 17.11.2 Commentary [Last reviewed: April 2026] Section 25 of,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 25,https://jade.io/article/529633
4619,826,Section 31–Justification,s 31(1)(c) 17.12.1 Legislation [Last reviewed: April 2026] Criminal Code Section 31–Justification and excuse—compulsion 17.12.2 Commentary [Last reviewed: April 2026] Section 31(1)(c)provides,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 31,https://jade.io/article/529633
4629,830,Section 31,s 31(1)(d) 17.13.1 Legislation [Last reviewed: April 2026] Criminal Code Section 31 –Justification and excuse—compulsion 17.13.2 Commentary [Last reviewed: April 2026] Section,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 31,https://jade.io/article/529633
4648,839,Section 1–Definitions,Movable Property 17.15.1 Legislation [Last reviewed: April 2026] Criminal Code Section 1–Definitions Section 22 –Ignorance of the law—bona fide claim of right,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 1,https://jade.io/article/529633
4649,839,Section 22,17.15.1 Legislation [Last reviewed: April 2026] Criminal Code Section 1–Definitions Section 22 –Ignorance of the law—bona fide claim of right Section 275–Defence,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 22,https://jade.io/article/529633
4650,839,Section 275–Defence,Section 22 –Ignorance of the law—bona fide claim of right Section 275–Defence of moveable property with claim of right 17.15.2 Commentary [Last,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 275,https://jade.io/article/529633
4654,841,Section 280,s 280 17.16.1 Legislation [Last reviewed: April 2026] Criminal Code Section 280 –Domestic discipline 17.16.2 Commentary [Last reviewed: April 2026] Section 280,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 280,https://jade.io/article/529633
4661,844,Section 268,"268, 269 17.17.1 Legislation [Last reviewed: April 2026] Criminal Code Section 268 –Provocation Section 269 –Defence of provocation 17.17.2 Commentary [Last reviewed:",https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 268,https://jade.io/article/529633
4662,844,Section 269,Legislation [Last reviewed: April 2026] Criminal Code Section 268 –Provocation Section 269 –Defence of provocation 17.17.2 Commentary [Last reviewed: April 2026] This,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 269,https://jade.io/article/529633
4680,850,Section 270,s 270 17.18.1 Legislation [Last reviewed: April 2026] Criminal Code Section 270 –Prevention of repetition of insult Section 268 – Provocation 17.18.2,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 270,https://jade.io/article/529633
4681,850,Section 268,2026] Criminal Code Section 270 –Prevention of repetition of insult Section 268 – Provocation 17.18.2 Commentary [Last reviewed: April 2026] Prevention of,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 268,https://jade.io/article/529633
4700,856,Section 245–Definition,s 271(1) 17.19.1 Legislation [Last Reviewed: April 2026] Criminal Code Section 245–Definition of assault Section 271– Self-defence against unprovoked assault 17.19.2 Commentary,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 245,https://jade.io/article/529633
4701,856,Section 271–,[Last Reviewed: April 2026] Criminal Code Section 245–Definition of assault Section 271– Self-defence against unprovoked assault 17.19.2 Commentary [Last Reviewed: April 2026],https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 271,https://jade.io/article/529633
4725,862,Section 271–Self-defence,s 271(2) 17.20.1 Legislation [Last reviewed: August 2025] Criminal Code Section 271–Self-defence against unprovoked assault Section 245–Definition of assault 17.20.2 Commentary [Last,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 271,https://jade.io/article/529633
4726,862,Section 245–Definition,reviewed: August 2025] Criminal Code Section 271–Self-defence against unprovoked assault Section 245–Definition of assault 17.20.2 Commentary [Last reviewed: August 2025] See also,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 245,https://jade.io/article/529633
4752,868,Section 272–Self-defence,s 272 17.21.1 Legislation [Last reviewed: December 2024] Criminal Code Section 272–Self-defence against provoked assault 17.21.2. Commentary [Last reviewed: December 2024] See,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 272,https://jade.io/article/529633
4758,877,Section 273–Aiding,s 273 17.22.1 Legislation [Last reviewed: April 2025] Criminal Code Section 273–Aiding in self-defence 17.22.2 Commentary [Last reviewed: April 2025] Section 273,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 273,https://jade.io/article/529633
4771,881,Section 304–Killing,April 2011 17.23.1 Legislation [Last reviewed: March 2025] Criminal Code Section 304–Killing on provocation Section 728– Application of amendment Act 17.23.2 Commentary,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 304,https://jade.io/article/529633
4772,881,Section 728–,[Last reviewed: March 2025] Criminal Code Section 304–Killing on provocation Section 728– Application of amendment Act 17.23.2 Commentary [Last reviewed: March 2025],https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 728,https://jade.io/article/529633
4794,886,Section 304–Killing,April 2011 17.24.1 Legislation [Last reviewed: March 2025] Criminal Code Section 304–Killing on provocation Section 728–Application of amendment Act 17.24.2 Commentary [Last,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 304,https://jade.io/article/529633
4795,886,Section 728–Application,[Last reviewed: March 2025] Criminal Code Section 304–Killing on provocation Section 728–Application of amendment Act 17.24.2 Commentary [Last reviewed: March 2025] The,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 728,https://jade.io/article/529633
4806,894,Section 304B,s 304B 17.25.1 Legislation [Last reviewed: August 2024] Criminal Code Section 304B –Killing for preservation in an abusive domestic relationship Evidence Act,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 304B,https://jade.io/article/529633
4817,899,Section 26–,s 304A 17.26.1 Legislation [Last reviewed: March 2025] Criminal Code Section 26– Presumption of sanity Section 27– Insanity Section 304A–Diminished responsibility 17.26.2,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 26,https://jade.io/article/529633
4818,899,Section 27–,reviewed: March 2025] Criminal Code Section 26– Presumption of sanity Section 27– Insanity Section 304A–Diminished responsibility 17.26.2 Commentary [Last reviewed: March 2025],https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 27,https://jade.io/article/529633
4819,899,Section 304A–Diminished,Criminal Code Section 26– Presumption of sanity Section 27– Insanity Section 304A–Diminished responsibility 17.26.2 Commentary [Last reviewed: March 2025] Section 304A(Diminished Responsibility)provides,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 304A,https://jade.io/article/529633
4852,904,Section 210–Indecent,the Mind 17.27.1 Legislation [Last reviewed: March 2026] Criminal Code Section 210–Indecent treatment of children under 16 Section 213–Owner etc. permitting abuse,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 210,https://jade.io/article/529633
4853,904,Section 213–Owner,2026] Criminal Code Section 210–Indecent treatment of children under 16 Section 213–Owner etc. permitting abuse of children on premises Section 215–Engaging in,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 213,https://jade.io/article/529633
4854,904,Section 215–Engaging,16 Section 213–Owner etc. permitting abuse of children on premises Section 215–Engaging in penile intercourse with child under 16 Section 216–Abuse of,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 215,https://jade.io/article/529633
4855,904,Section 216–Abuse,premises Section 215–Engaging in penile intercourse with child under 16 Section 216–Abuse of persons with an impairment of the mind Section 218A–Using,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 216,https://jade.io/article/529633
4856,904,Section 218A–Using,Section 216–Abuse of persons with an impairment of the mind Section 218A–Using internet etc. to procure children under 16 Section 218B–Grooming child,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 218A,https://jade.io/article/529633
4857,904,Section 218B–Grooming,mind Section 218A–Using internet etc. to procure children under 16 Section 218B–Grooming child under 16 years or parent or carer of child,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 218B,https://jade.io/article/529633
4858,904,Section 219–,years or parent or carer of child under 16 years Section 219– Taking child for immoral purposes Section 229 –Knowledge of age,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 219,https://jade.io/article/529633
4859,904,Section 229,under 16 years Section 219– Taking child for immoral purposes Section 229 –Knowledge of age immaterial Section 229B–Repeated sexual conduct with a,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 229,https://jade.io/article/529633
4860,904,Section 229B–Repeated,child for immoral purposes Section 229 –Knowledge of age immaterial Section 229B–Repeated sexual conduct with a child 17.27.2 Commentary [Last reviewed: March,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld,,Criminal Code Act 1899 (QLD),Section 229B,https://jade.io/article/529633
4865,907,Part 2.2,an Offence 18.1.1 Legislation [Last reviewed: March 2025] Criminal Code(Cth) Part 2.2 – The elements of an offence 18.1.2 Commentary [Last reviewed:,https://www.legislation.gov.au/C2004A04868/latest/text,legislation,,Criminal Code Act 1995 (Cth),Part 2.2,https://jade.io/article/216608
4877,911,Section 11.5,Criminal Code 18.2.1 Legislation [Last reviewed: September 2024] Criminal Code(Cth) Section 11.5 –Conspiracy 18.2.2 Commentary [Last reviewed: September 2024] Section 11.5 deals,https://www.legislation.gov.au/C2004A04868/latest/text,legislation,,Criminal Code Act 1995 (Cth),Section 11.5,https://jade.io/article/216608
4919,917,"Part 9.1, Division 307–Import","Code (Cth) 18.3.1 Legislation [Last reviewed: March 2025] Criminal Code(Cth) Part 9.1, Division 307–Import export offences 18.3.2 Commentary [Last reviewed: March 2025] Overview Division",https://www.legislation.gov.au/C2004A04868/latest/text/2,legislation,,Criminal Code Act 1995 (Cth),"Part 9.1, Division 307",https://jade.io/article/216608
4947,929,"Part 2, Division 12, Subdivision A","18.4.1 Legislation [Last reviewed: March 2025] Migration Act 1958 (Cth) Part 2, Division 12, Subdivision A - People smuggling and related offences 18.4.2 Commentary [Last reviewed:",https://www.legislation.gov.au/C1958A00062/latest/text,legislation,,Migration Act 1958 (Cth),"Part 2, Division 12, Subdivision A",https://jade.io/article/218346
